"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 26 21:58:45 GMT 2024","Fri Jan 26 21:58:45 GMT 2024","1","","Test student course completion","","com.coursemanagement.unit.service.CourseManagementServiceImplTest$TestStudentCourseCompletion","testCompleteStudentCourseValidation","Final course mark is bellow min course passing mark",""
"passed","Fri Jan 26 21:58:45 GMT 2024","Fri Jan 26 21:58:45 GMT 2024","3","","Test student course completion","","com.coursemanagement.unit.service.CourseManagementServiceImplTest$TestStudentCourseCompletion","testCompleteStudentCourseValidation","Not all lessons are graded",""
"passed","Fri Jan 26 21:58:49 GMT 2024","Fri Jan 26 21:58:49 GMT 2024","6","","com.coursemanagement.unit.resource.AuthenticationControllerTest","","com.coursemanagement.unit.resource.AuthenticationControllerTest","testRegistrationEndpoint_InvalidRequest","Test null email registration request",""
"passed","Fri Jan 26 21:59:13 GMT 2024","Fri Jan 26 21:59:13 GMT 2024","78","","com.coursemanagement.integration.e2e.MarkAssignmentTest","","com.coursemanagement.integration.e2e.MarkAssignmentTest","testBadMarkAssignmentFlow","Test unauthorized mark assignment when student is not associated with lesson",""
"passed","Fri Jan 26 21:58:50 GMT 2024","Fri Jan 26 21:58:50 GMT 2024","6","","com.coursemanagement.unit.resource.AuthenticationControllerTest","","com.coursemanagement.unit.resource.AuthenticationControllerTest","testRegistrationEndpoint_InvalidRequest","Test empty password login request",""
"passed","Fri Jan 26 21:58:43 GMT 2024","Fri Jan 26 21:58:43 GMT 2024","33","","com.coursemanagement.unit.service.CourseServiceImplTest","","com.coursemanagement.unit.service.CourseServiceImplTest","testGetCoursesByCodes","Test get courses by codes",""
"passed","Fri Jan 26 21:59:15 GMT 2024","Fri Jan 26 21:59:15 GMT 2024","23","","com.coursemanagement.integration.e2e.AuthenticationTest","","com.coursemanagement.integration.e2e.AuthenticationTest","testUserAuthenticationFlow","Test user login without password",""
"passed","Fri Jan 26 21:58:53 GMT 2024","Fri Jan 26 21:58:53 GMT 2024","29","","com.coursemanagement.unit.resource.CourseResourceTest","","com.coursemanagement.unit.resource.CourseResourceTest","testStudentsPerCourseEndpoint","Test valid students per course request",""
"passed","Fri Jan 26 21:59:07 GMT 2024","Fri Jan 26 21:59:09 GMT 2024","1297","","com.coursemanagement.integration.e2e.RegistrationTest","","com.coursemanagement.integration.e2e.RegistrationTest","testRegistrationFlow","Test successful user registration",""
"passed","Fri Jan 26 21:58:51 GMT 2024","Fri Jan 26 21:58:51 GMT 2024","12","","com.coursemanagement.unit.resource.HomeworkResourceTest","","com.coursemanagement.unit.resource.HomeworkResourceTest","testDownloadHomeworkEndpoint","Test valid homework downloading request",""
"passed","Fri Jan 26 21:58:52 GMT 2024","Fri Jan 26 21:58:52 GMT 2024","21","","com.coursemanagement.unit.resource.AdminResourceTest","","com.coursemanagement.unit.resource.AdminResourceTest","testAdminStudentCourseMarkEndpoint","Test valid get student course mark request",""
"passed","Fri Jan 26 21:58:43 GMT 2024","Fri Jan 26 21:58:43 GMT 2024","19","","com.coursemanagement.unit.service.CourseServiceImplTest","","com.coursemanagement.unit.service.CourseServiceImplTest","testAddUserToCourses","Test add user to courses",""
"passed","Fri Jan 26 21:58:52 GMT 2024","Fri Jan 26 21:58:52 GMT 2024","11","","com.coursemanagement.unit.resource.AdminResourceTest","","com.coursemanagement.unit.resource.AdminResourceTest","testAdminAssignRoleEndpoint","Test valid role assigment request",""
"broken","Fri Jan 26 21:59:12 GMT 2024","Fri Jan 26 21:59:12 GMT 2024","124","","com.coursemanagement.integration.e2e.HomeworkManagementTest","","com.coursemanagement.integration.e2e.HomeworkManagementTest","testHomeworkDownloadingFlow","Test valid homework downloading",""
"passed","Fri Jan 26 21:58:44 GMT 2024","Fri Jan 26 21:58:44 GMT 2024","31","","com.coursemanagement.unit.service.FileServiceImplTest","","com.coursemanagement.unit.service.FileServiceImplTest","testCreateFileWithIOException","Test create file with IO exception",""
"passed","Fri Jan 26 21:58:52 GMT 2024","Fri Jan 26 21:58:52 GMT 2024","7","","com.coursemanagement.unit.resource.AdminResourceTest","","com.coursemanagement.unit.resource.AdminResourceTest","testAdminAllUsersEndpoint","Test exception deserialization",""
"passed","Fri Jan 26 21:58:44 GMT 2024","Fri Jan 26 21:58:44 GMT 2024","13","","com.coursemanagement.unit.service.EmailServiceImplTest","","com.coursemanagement.unit.service.EmailServiceImplTest","testEmailCreation","Test reset password confirmation",""
"passed","Fri Jan 26 21:59:09 GMT 2024","Fri Jan 26 21:59:09 GMT 2024","1","","com.coursemanagement.integration.e2e.RegistrationTest","","com.coursemanagement.integration.e2e.RegistrationTest","testRegistrationFlow","Test email confirmation receiving",""
"passed","Fri Jan 26 21:59:10 GMT 2024","Fri Jan 26 21:59:10 GMT 2024","129","","com.coursemanagement.integration.e2e.RoleAssignmentTest","","com.coursemanagement.integration.e2e.RoleAssignmentTest","testSuccessfulRoleAssignmentFlow","Test successful role assignment flow [1] role assignment = RoleAssignmentDto[userId=5, roles=[]]",""
"passed","Fri Jan 26 21:58:43 GMT 2024","Fri Jan 26 21:58:43 GMT 2024","1","","com.coursemanagement.unit.service.FeedbackServiceImplTest","","com.coursemanagement.unit.service.FeedbackServiceImplTest","testFeedbackSubmission","Test student is not associated with course",""
"passed","Fri Jan 26 21:58:45 GMT 2024","Fri Jan 26 21:58:45 GMT 2024","1","","Test enroll student in courses","","com.coursemanagement.unit.service.CourseManagementServiceImplTest$TestStudentCourseEnrollment","testEnrollStudentInCourse_Success","Requested one new course in addition to 4 existing",""
"passed","Fri Jan 26 21:58:54 GMT 2024","Fri Jan 26 21:58:54 GMT 2024","9","","com.coursemanagement.unit.resource.CourseManagementResourceTest","","com.coursemanagement.unit.resource.CourseManagementResourceTest","testCourseCompletionEndpoint","Test unauthorized access to endpoint",""
"passed","Fri Jan 26 21:59:05 GMT 2024","Fri Jan 26 21:59:05 GMT 2024","38","","com.coursemanagement.integration.repository.UserCourseRepositoryTest","","com.coursemanagement.integration.repository.UserCourseRepositoryTest","testFindUserCourseByUserIdAndCourseCode_Course_Is_Fetched","Test find user course by user id and course code with fetched course",""
"passed","Fri Jan 26 21:58:45 GMT 2024","Fri Jan 26 21:58:45 GMT 2024","0","","com.coursemanagement.unit.service.UserAssociationServiceImplTest","","com.coursemanagement.unit.service.UserAssociationServiceImplTest","testUserAssociationAccess","Test admin access to a course when the requested user have access",""
"passed","Fri Jan 26 21:58:53 GMT 2024","Fri Jan 26 21:58:53 GMT 2024","18","","com.coursemanagement.unit.resource.CourseResourceTest","","com.coursemanagement.unit.resource.CourseResourceTest","testUserCoursesEndpoint","Test exception deserialization",""
"passed","Fri Jan 26 21:59:12 GMT 2024","Fri Jan 26 21:59:13 GMT 2024","385","","com.coursemanagement.integration.e2e.MarkAssignmentTest","","com.coursemanagement.integration.e2e.MarkAssignmentTest","testBadMarkAssignmentFlow","Test unauthorized mark assignment new user access",""
"passed","Fri Jan 26 21:58:50 GMT 2024","Fri Jan 26 21:58:50 GMT 2024","30","","User registration endpoint tests","","com.coursemanagement.unit.resource.AuthenticationControllerTest$RegistrationEndpointTests","testRegistrationEndpoint_ValidRequest","Test registration endpoint valid request",""
"passed","Fri Jan 26 21:58:48 GMT 2024","Fri Jan 26 21:58:48 GMT 2024","191","","com.coursemanagement.unit.resource.ResetPasswordControllerTest","","com.coursemanagement.unit.resource.ResetPasswordControllerTest","testResetPasswordEndpoint_ValidRequest","Test reset password endpoint with valid request",""
"passed","Fri Jan 26 21:58:43 GMT 2024","Fri Jan 26 21:58:43 GMT 2024","2","","com.coursemanagement.unit.service.RoleManagementServiceImplTest","","com.coursemanagement.unit.service.RoleManagementServiceImplTest","testAddRoleToUser","Test add role to user",""
"passed","Fri Jan 26 21:59:14 GMT 2024","Fri Jan 26 21:59:14 GMT 2024","80","","com.coursemanagement.integration.e2e.MarkAssignmentTest","","com.coursemanagement.integration.e2e.MarkAssignmentTest","testValidMarkAssignmentRequest","Test valid mark assignment request [10] Test valid mark assignment (EXCELLENT) by admin",""
"passed","Fri Jan 26 21:59:14 GMT 2024","Fri Jan 26 21:59:14 GMT 2024","95","","com.coursemanagement.integration.e2e.MarkAssignmentTest","","com.coursemanagement.integration.e2e.MarkAssignmentTest","testValidMarkAssignmentRequest","Test valid mark assignment request [2] Test valid mark assignment (POOR) by admin",""
"passed","Fri Jan 26 21:58:44 GMT 2024","Fri Jan 26 21:58:44 GMT 2024","2","","com.coursemanagement.unit.service.ResetPasswordServiceImplTest","","com.coursemanagement.unit.service.ResetPasswordServiceImplTest","testResetPasswordFlows","Test email validation during password reset confirmation",""
"passed","Fri Jan 26 21:58:52 GMT 2024","Fri Jan 26 21:58:52 GMT 2024","35","","com.coursemanagement.unit.resource.AdminResourceTest","","com.coursemanagement.unit.resource.AdminResourceTest","testAdminAllUsersEndpoint","Test valid get all users request",""
"passed","Fri Jan 26 21:58:44 GMT 2024","Fri Jan 26 21:58:44 GMT 2024","1","","com.coursemanagement.unit.service.ResetPasswordServiceImplTest","","com.coursemanagement.unit.service.ResetPasswordServiceImplTest","testResetPasswordFlows","Test email validation during password reset",""
"passed","Fri Jan 26 21:58:53 GMT 2024","Fri Jan 26 21:58:53 GMT 2024","59","","com.coursemanagement.unit.resource.CourseResourceTest","","com.coursemanagement.unit.resource.CourseResourceTest","testUserCoursesByCourseCodeEndpoint","Test valid user course details request",""
"passed","Fri Jan 26 21:58:44 GMT 2024","Fri Jan 26 21:58:44 GMT 2024","4","","Token confirmation","","com.coursemanagement.unit.service.ConfirmationTokenServiceImplTest$TokenConfirmationTests","testThrowSystemExceptionWhenTokenAndTypeDoNotExist","Test throwing system exception when token doesn't exist 2 token type = RESET_PASSWORD",""
"passed","Fri Jan 26 21:58:48 GMT 2024","Fri Jan 26 21:58:48 GMT 2024","22","","com.coursemanagement.unit.resource.ResetPasswordControllerTest","","com.coursemanagement.unit.resource.ResetPasswordControllerTest","testResetPasswordEndpoints_InvalidRequest","Test reset password endpoint without email",""
"passed","Fri Jan 26 21:58:45 GMT 2024","Fri Jan 26 21:58:45 GMT 2024","2","","com.coursemanagement.unit.service.UserAssociationServiceImplTest","","com.coursemanagement.unit.service.UserAssociationServiceImplTest","testUserAssociationAccess","Test admin access to a lesson file when the requested user have access",""
"passed","Fri Jan 26 21:58:52 GMT 2024","Fri Jan 26 21:58:52 GMT 2024","12","","com.coursemanagement.unit.resource.AdminResourceTest","","com.coursemanagement.unit.resource.AdminResourceTest","testAdminAssignRoleEndpoint","Test exception deserialization",""
"passed","Fri Jan 26 21:58:52 GMT 2024","Fri Jan 26 21:58:52 GMT 2024","6","","com.coursemanagement.unit.resource.AdminResourceTest","","com.coursemanagement.unit.resource.AdminResourceTest","testAdminUserCourseDetailsEndpoint","Test exception deserialization",""
"passed","Fri Jan 26 21:58:44 GMT 2024","Fri Jan 26 21:58:44 GMT 2024","16","","Token confirmation","","com.coursemanagement.unit.service.ConfirmationTokenServiceImplTest$TokenConfirmationTests","testFindConfirmationTokenByTokenAndTypeExist","Test token confirmation by token and type when token exists 1 token type = EMAIL_CONFIRMATION",""
"passed","Fri Jan 26 21:59:14 GMT 2024","Fri Jan 26 21:59:14 GMT 2024","102","","com.coursemanagement.integration.e2e.MarkAssignmentTest","","com.coursemanagement.integration.e2e.MarkAssignmentTest","testValidMarkAssignmentRequest","Test valid mark assignment request [4] Test valid mark assignment (BELOW_AVERAGE) by admin",""
"passed","Fri Jan 26 21:58:48 GMT 2024","Fri Jan 26 21:58:48 GMT 2024","6","","com.coursemanagement.unit.resource.ResetPasswordControllerTest","","com.coursemanagement.unit.resource.ResetPasswordControllerTest","testResetPasswordEndpoints_InvalidRequest","Test reset password confirm endpoint without token parameter",""
"passed","Fri Jan 26 21:58:54 GMT 2024","Fri Jan 26 21:58:54 GMT 2024","48","","com.coursemanagement.unit.resource.CourseManagementResourceTest","","com.coursemanagement.unit.resource.CourseManagementResourceTest","testAssignInstructorToCourseEndpoint","Test valid course assigment request",""
"broken","Fri Jan 26 21:59:16 GMT 2024","Fri Jan 26 21:59:16 GMT 2024","124","","com.coursemanagement.integration.e2e.CourseCompletionTest","","com.coursemanagement.integration.e2e.CourseCompletionTest","testCourseCompletionFlow","Test course completion when all lessons are marked above allowed percent",""
"passed","Fri Jan 26 21:59:15 GMT 2024","Fri Jan 26 21:59:15 GMT 2024","42","","com.coursemanagement.integration.e2e.AuthenticationTest","","com.coursemanagement.integration.e2e.AuthenticationTest","testUserAuthenticationFlow","Test user login without email",""
"passed","Fri Jan 26 21:58:54 GMT 2024","Fri Jan 26 21:58:54 GMT 2024","5","","com.coursemanagement.unit.resource.CourseManagementResourceTest","","com.coursemanagement.unit.resource.CourseManagementResourceTest","testAssignInstructorToCourseEndpoint","Test empty body request",""
"passed","Fri Jan 26 21:58:45 GMT 2024","Fri Jan 26 21:58:45 GMT 2024","27","","Test enroll student in courses","","com.coursemanagement.unit.service.CourseManagementServiceImplTest$TestStudentCourseEnrollment","testEnrollStudentCourseAccessControl_ThrowException","Exceeded course limit at the same time",""
"passed","Fri Jan 26 21:58:45 GMT 2024","Fri Jan 26 21:58:45 GMT 2024","1","","com.coursemanagement.unit.service.UserAssociationServiceImplTest","","com.coursemanagement.unit.service.UserAssociationServiceImplTest","testUserAssociationAccess","Test user access to their lesson file when the current user is different",""
"passed","Fri Jan 26 21:58:44 GMT 2024","Fri Jan 26 21:58:44 GMT 2024","105","","Invocation user activation","","com.coursemanagement.unit.service.ConfirmationTokenServiceImplTest$InvocationUserActivationTests","testInvokeUserActivationAfterEmailConfirmation","Test invoke user activation after email confirmation",""
"passed","Fri Jan 26 21:58:51 GMT 2024","Fri Jan 26 21:58:51 GMT 2024","7","","com.coursemanagement.unit.resource.HomeworkResourceTest","","com.coursemanagement.unit.resource.HomeworkResourceTest","testUploadHomeworkEndpoint","Test unauthorized access to endpoint",""
"broken","Fri Jan 26 21:59:10 GMT 2024","Fri Jan 26 21:59:10 GMT 2024","122","","com.coursemanagement.integration.e2e.CourseInformationTest","","com.coursemanagement.integration.e2e.CourseInformationTest","testGettingCourseInformation","Test student courses",""
"passed","Fri Jan 26 21:58:45 GMT 2024","Fri Jan 26 21:58:45 GMT 2024","51","","com.coursemanagement.unit.service.HomeworkServiceImplTest","","com.coursemanagement.unit.service.HomeworkServiceImplTest","tesHomeworkUploading","Test homework file uploading",""
"passed","Fri Jan 26 21:59:17 GMT 2024","Fri Jan 26 21:59:17 GMT 2024","60","","com.coursemanagement.integration.e2e.FeedbackSubmissionTest","","com.coursemanagement.integration.e2e.FeedbackSubmissionTest","testValidFeedbackSubmissionFlow","Test submission by an instructor",""
"passed","Fri Jan 26 21:58:53 GMT 2024","Fri Jan 26 21:58:53 GMT 2024","30","","com.coursemanagement.unit.resource.CourseResourceTest","","com.coursemanagement.unit.resource.CourseResourceTest","testUserLessonPerCourseEndpoint","Test valid user lessons per course request",""
"passed","Fri Jan 26 21:59:11 GMT 2024","Fri Jan 26 21:59:11 GMT 2024","33","","com.coursemanagement.integration.e2e.RoleAssignmentTest","","com.coursemanagement.integration.e2e.RoleAssignmentTest","testFailureRoleAssignmentFlow","Test roles are null",""
"passed","Fri Jan 26 21:58:43 GMT 2024","Fri Jan 26 21:58:43 GMT 2024","10","","com.coursemanagement.unit.service.CourseServiceImplTest","","com.coursemanagement.unit.service.CourseServiceImplTest","testGetCourseFinalMark","Test get course final mark 2 user course status = COMPLETED",""
"passed","Fri Jan 26 21:58:45 GMT 2024","Fri Jan 26 21:58:45 GMT 2024","8","","com.coursemanagement.unit.service.LessonServiceImplTest","","com.coursemanagement.unit.service.LessonServiceImplTest","testGetUserLessonsWithContentPerCourse","Test get lessons by course code",""
"passed","Fri Jan 26 21:58:45 GMT 2024","Fri Jan 26 21:58:45 GMT 2024","1","","Test enroll student in courses","","com.coursemanagement.unit.service.CourseManagementServiceImplTest$TestStudentCourseEnrollment","testEnrollStudentCourseAccessControl_ThrowException","Requested by admin for user without roles",""
"passed","Fri Jan 26 21:58:53 GMT 2024","Fri Jan 26 21:58:53 GMT 2024","19","","com.coursemanagement.unit.resource.CourseResourceTest","","com.coursemanagement.unit.resource.CourseResourceTest","testUserCoursesEndpoint","Test valid user course request",""
"passed","Fri Jan 26 21:58:44 GMT 2024","Fri Jan 26 21:58:44 GMT 2024","4","","Token confirmation","","com.coursemanagement.unit.service.ConfirmationTokenServiceImplTest$TokenConfirmationTests","testThrowSystemExceptionWhenTokenIsInvalid","Test token: RESET_PASSWORD with status: ACTIVATED expired: false",""
"passed","Fri Jan 26 21:58:49 GMT 2024","Fri Jan 26 21:58:49 GMT 2024","45","","com.coursemanagement.unit.resource.LessonResourceTest","","com.coursemanagement.unit.resource.LessonResourceTest","testAssignMarkEndpoint","Test valid mark assigment request",""
"passed","Fri Jan 26 21:58:52 GMT 2024","Fri Jan 26 21:58:52 GMT 2024","19","","com.coursemanagement.unit.resource.AdminResourceTest","","com.coursemanagement.unit.resource.AdminResourceTest","testAdminStudentCourseMarkEndpoint","Test unauthorized access to admins endpoint",""
"passed","Fri Jan 26 21:58:45 GMT 2024","Fri Jan 26 21:58:45 GMT 2024","1","","com.coursemanagement.unit.service.LessonServiceImplTest","","com.coursemanagement.unit.service.LessonServiceImplTest","testGetUserLessonsWithContentPerCourse","Test mark assignment validation when student doesn't have access to lesson",""
"passed","Fri Jan 26 21:59:11 GMT 2024","Fri Jan 26 21:59:11 GMT 2024","28","","com.coursemanagement.integration.e2e.RoleAssignmentTest","","com.coursemanagement.integration.e2e.RoleAssignmentTest","testFailureRoleAssignmentFlow","Test user id and roles are null",""
"passed","Fri Jan 26 21:58:42 GMT 2024","Fri Jan 26 21:58:43 GMT 2024","370","","com.coursemanagement.unit.security.AuthenticationServiceImplTest","","com.coursemanagement.unit.security.AuthenticationServiceImplTest","testEmailAlreadyExist","Test existing email validation",""
"passed","Fri Jan 26 21:58:44 GMT 2024","Fri Jan 26 21:58:44 GMT 2024","55","","com.coursemanagement.unit.service.FileServiceImplTest","","com.coursemanagement.unit.service.FileServiceImplTest","testGetFileById","Test get file by id",""
"passed","Fri Jan 26 21:58:52 GMT 2024","Fri Jan 26 21:58:52 GMT 2024","12","","com.coursemanagement.unit.resource.AdminResourceTest","","com.coursemanagement.unit.resource.AdminResourceTest","testAdminAllUsersEndpoint","Test unauthorized access to admins endpoint",""
"passed","Fri Jan 26 21:59:09 GMT 2024","Fri Jan 26 21:59:09 GMT 2024","26","","com.coursemanagement.integration.e2e.RegistrationTest","","com.coursemanagement.integration.e2e.RegistrationTest","testRegistrationFlow","Test user registration with invalid email",""
"passed","Fri Jan 26 21:58:54 GMT 2024","Fri Jan 26 21:58:54 GMT 2024","35","","com.coursemanagement.unit.resource.CourseManagementResourceTest","","com.coursemanagement.unit.resource.CourseManagementResourceTest","testAssignInstructorToCourseEndpoint","Test exception deserialization",""
"passed","Fri Jan 26 21:58:52 GMT 2024","Fri Jan 26 21:58:52 GMT 2024","5","","com.coursemanagement.unit.resource.AdminResourceTest","","com.coursemanagement.unit.resource.AdminResourceTest","testAdminAssignRoleEndpoint","Test empty body request",""
"passed","Fri Jan 26 21:59:09 GMT 2024","Fri Jan 26 21:59:09 GMT 2024","26","","com.coursemanagement.integration.e2e.RegistrationTest","","com.coursemanagement.integration.e2e.RegistrationTest","testRegistrationFlow","Test user registration with empty password",""
"passed","Fri Jan 26 21:58:54 GMT 2024","Fri Jan 26 21:58:54 GMT 2024","17","","com.coursemanagement.unit.resource.CourseManagementResourceTest","","com.coursemanagement.unit.resource.CourseManagementResourceTest","testCourseEnrollmentsEndpoint","Test exception deserialization",""
"passed","Fri Jan 26 21:59:10 GMT 2024","Fri Jan 26 21:59:11 GMT 2024","77","","com.coursemanagement.integration.e2e.RoleAssignmentTest","","com.coursemanagement.integration.e2e.RoleAssignmentTest","testSuccessfulRoleAssignmentFlow","Test successful role assignment flow [4] role assignment = RoleAssignmentDto[userId=5, roles=[INSTRUCTOR, STUDENT]]",""
"passed","Fri Jan 26 21:58:50 GMT 2024","Fri Jan 26 21:58:50 GMT 2024","6","","com.coursemanagement.unit.resource.AuthenticationControllerTest","","com.coursemanagement.unit.resource.AuthenticationControllerTest","testRegistrationEndpoint_InvalidRequest","Test invalid email login request",""
"passed","Fri Jan 26 21:59:17 GMT 2024","Fri Jan 26 21:59:17 GMT 2024","28","","com.coursemanagement.integration.e2e.FeedbackSubmissionTest","","com.coursemanagement.integration.e2e.FeedbackSubmissionTest","testBadFeedbackSubmissionFlow","Test submission without specifying a student",""
"passed","Fri Jan 26 21:58:45 GMT 2024","Fri Jan 26 21:58:45 GMT 2024","0","","com.coursemanagement.unit.service.HomeworkServiceImplTest","","com.coursemanagement.unit.service.HomeworkServiceImplTest","testHomeworkManagement","Test user is not associated with lesson during uploading",""
"passed","Fri Jan 26 21:59:10 GMT 2024","Fri Jan 26 21:59:10 GMT 2024","157","","com.coursemanagement.integration.e2e.CourseInformationTest","","com.coursemanagement.integration.e2e.CourseInformationTest","testGettingCourseInformation","Test instructor courses",""
"passed","Fri Jan 26 21:58:53 GMT 2024","Fri Jan 26 21:58:53 GMT 2024","13","","com.coursemanagement.unit.resource.CourseResourceTest","","com.coursemanagement.unit.resource.CourseResourceTest","testUserCoursesByCourseCodeEndpoint","Test exception deserialization",""
"broken","Fri Jan 26 21:59:10 GMT 2024","Fri Jan 26 21:59:10 GMT 2024","107","","com.coursemanagement.integration.e2e.CourseInformationTest","","com.coursemanagement.integration.e2e.CourseInformationTest","testGettingCourseInformation","Test getting student lesson information with content",""
"passed","Fri Jan 26 21:59:05 GMT 2024","Fri Jan 26 21:59:05 GMT 2024","38","","com.coursemanagement.integration.repository.UserCourseRepositoryTest","","com.coursemanagement.integration.repository.UserCourseRepositoryTest","testFindUserCourseByUserIdAndCourseCode_User_Is_Fetched","Test find user course by user id and course code with fetched user",""
"passed","Fri Jan 26 21:58:54 GMT 2024","Fri Jan 26 21:58:54 GMT 2024","47","","com.coursemanagement.unit.resource.CourseManagementResourceTest","","com.coursemanagement.unit.resource.CourseManagementResourceTest","testCourseCompletionEndpoint","Test valid course completion request",""
"passed","Fri Jan 26 21:58:45 GMT 2024","Fri Jan 26 21:58:45 GMT 2024","3","","com.coursemanagement.unit.service.UserServiceImplTest","","com.coursemanagement.unit.service.UserServiceImplTest","testGetUser","Test resolve current user",""
